Code,SKU,Description,Unit
38007726,,IXL 15001 Ducting Kit - Soffit,each
38007730,,HPM R622D2 Instant Heat 4 Inc Ducting Kit,each
38007744,,Whirlaway 291 Waste Disposer        A291,each
38007808,,Whirlaway 391 Waste Disposer        A391,each
38007872,,Xpelair '3 in 1' Heat/Light/Fan      DUO,each
38007936,,Xpelair '3 in 1' Heat/Light/Fan    MULTI,each
38008000,,Xpelair Bathroom Fan              DX100G,each
38008064,,Xpelair Bathroom Fan Low Volt     LV100G,each
38008128,,Xpelair Ceiling Fan  8               E8P,each
38008192,,Xpelair Ceiling Fan  8  & Light     E8FL,each
38008256,,Xpelair Ceiling Fan 10              E10P,each
38008320,,Xpelair Ceiling Fan 10  & Light     CX10,each
38008384,,Xpelair Ceiling Sweep Fan 36    36BIANCA,each
38008448,,Xpelair Ceiling Sweep Fan 48    48BIANCA,each
38008512,,Xpelair Condensation Fan (Glass)   CF20G,each
38008576,,Xpelair Condensation Fan (Wall)    CF20W,each
38008640,,Xpelair Window/Wall Fan/Cord    6   GXC6,each
38008704,,Xpelair Window/Wall Fan/Switch  6   GXS6,each
38008768,,Xpelair Window/Wall Fan/Switch  9    GX9,each
38008832,,Xpelair Window/Wall Fan/Switch 12   GX12,each
38008900,,Meter Box 400x600mm,each
38009060,,Classique Waste Disposer 600,each
38009064,,Classique Waste Disposer 791,each
38009082,,Classique Wall Oven CL180SS Stainless Steel,each
38009084,,Classique Electric Oven CL150SS S/Steel,each
38009104,,Classique Cooktop CL12SS Stainless Steel,each
38009162,,Classique Dishwasher CL6SS Stainless Steel,each
38009164,,Classique Dishwasher CLDSS Stainless Steel,each
38009194,,Classique Rangehood CLF886SS Stainless Steel,each
38009200,,Classique FRIDGE CL360W,each
38009204,,Classique Oven CL150W,each
38009208,,Classique GAS HOB CLF61W,each
38009212,,Classique Dishwasher CL6W-2,each
38009216,,Classique Rangehood CLH11W,each
38009264,,Unbranded 60CM SS Canopy Hood F60SS,each
38010064,,LECTRO Heated Towel Rail Chrome LX60,each
38010072,,LECTRO Heated Towel Rail White    LX60,each
38010080,,LECTRO Heated Towel Rail White    LX90,each
38010082,,LECTRO Heated Towel Rail Chrome    LX90,each
38011428,,Robinhood R/Hood Alto 600 WHT RA6WH,each
38032848,,Stopping Ceiling M2,sqm
38100000,GESANCAV10,Cavius Mini Photoelectric Smoke Alarm,each
38100036,,Family Guard FG888DCAUS Smoke Alarm,each
38100040,,First Alert Smoke Alarm SA88CNAUS,each
38100044,,First Alert Smoke Alarm  Hush SA710,each
38100072,,First Alert SA67DCAUS Smoke Alarm,each
38100096,,HPM D645/2 Smoke Alarm,each
38100156,,First Alert SA 88 TT Smoke Alarm,each
38100168,,Chubb Smoke Alarm Quell SA502,each
38100170,,Chubb Smoke Alarm Quell SA602,each
38100174,,Chubb Smoke & Fire Alarm 0916 L400468,each
38200000,,Builders String Line,each
39000064,,Wallpaper Book 1 Non-Patterned Pre-Glued 520mmx10m,roll
39000066,,Wallpaper Book 2 Non-Patterned Pre-Glued 520mmx10m,roll
39000068,,Wallpaper Book 1 Patterned Pre-Glued 520mmx10m,roll
39000070,,Wallpaper Book 2 Patterned Pre-Glued 520mmx10m,roll
39203290,,Polysize Wall Size Powder 75g,pkt
39203294,,Polysize Wall Size Powder 250g,pkt
39800180,,Dulux Wash&Wear; S/Gloss Vivid White  10l,pail
39800260,,Dulux Wash&Wear; Flat    Vivid White  10l,pail
39800340,,Dulux Wash&Wear; L/Sheen Vivid White  10l,pail
39800590,,Dulux CoverMax 6l               59581727,pail
39800670,,Dulux CoverMax 3l               59581727,pail
39801090,,L/Proof Acryl Flat White 4l 06303,pail
39801170,,L/Proof Acryl Flat Accent 4l 06313,pail
39801250,,L/Proof Acryl Flat Deep 4l 06323,pail
39801330,,Dulux One Coat Ceil White             4l,pail
39801370,,Even Cover Ceiling White 4l,pail
39801740,,BP Wall/Ceil Matt White      4l 66853115,pail
39801900,,L/Proof Ceil Paint White 4l 06053,pail
39802160,,BP Wall/Ceil Matt White     10l 66853115Y,pail
39802240,,BP Wall/Ceil S/Gloss White   4l 67053118Y,pail
39802320,,BP Wall/Ceil S/Gloss White  10l 67053118,pail
39802650,,Gaylon Satn Enml White 4l 06023,pail
39803070,,Dulux Wash&Wear; S/Gloss Bright Base   4l,pail
39803230,,L/Proof Satn Base Blue 4l 06133,pail
39803490,,L/Proof Satn Base Nutra 4l 06143,pail
39803640,,L/Proof Satn Base Ochre       4l 3226308Y,pail
39803800,,L/Proof Satn Base Red 4l 06163,pail
39804060,,L/Proof Satn Base Yellow 4l 06173,pail
39804140,,Dulux Wash&Wear; Flat Gold Base        4l,pail
39804300,,Dulux Wash&Wear; Flat Blue Base        4l,pail
39804550,,Dulux Wash&Wear; Flat Black            4l,pail
39804710,,Dulux Wash&Wear; L/Sheen Gold Base     4l,pail
39804970,,Dulux Wash&Wear; L/Sheen Blue Base     4l,pail
39805130,,Dulux Wash&Wear; S/Gloss Gold Base     4l,pail
39805390,,Dulux Wash&Wear; S/Gloss Blue Base     4l,pail
39805620,,Dulux Wash&Wear; S/Gloss Extra Bright  4l,pail
39805700,,Taub Easycoat Wash Satn Whit 4l 16223,pail
39806120,,Dulux Super Enml Blue Base            4l,pail
39806460,,Dulux Super Enml Gold Base            4l,pail
39806790,,Dulux Super Enml Ochre Base           4l,pail
39807030,,Dulux Super Enml Brown Base           4l,pail
39807370,,Dulux Super Enml Green Base           4l,pail
39809190,,Dulux Super Satn Enml Gold Base       4l,pail
39809430,,Dulux Super Satn Enml Blue Base       4l,pail
39809760,,Dulux Super Satn Enml Black           4l,pail
39812300,,Dulux Wash&Wear; Flat Extra Bright     4l,pail
39812480,,Dulux Wash&Wear; L/Sheen Bright Base   4l,pail
39812550,,Dulux Wash&Wear; L/Sheen Extra Bright  4l,pail
39812710,,Dulux Wash&Wear; S/Gloss Ultra Deep    4l,pail
39812970,,Dulux Wash&Wear; L/Sheen Ultra Deep    4l,pail
39813130,,Dulux Wash&Wear; Flat Ultra Deep       4l,pail
39813390,,Dulux Wash&Wear; Flat Deep             4l,pail
39813620,,Dulux Super Satn Enml Ultra Deep      4l,pail
39813700,,Taub Blue Label Ceil Paint Wh 4l 16303,pail
39814200,,Dulux Super Enml Ultra Deep           4l,pail
39814460,,Dulux Breathe Easy L/Sheen White      4l,pail
39814610,,Dulux Breathe Easy L/Sheen Off White  4l,pail
39814950,,Taub Blue Label Ceil Paint Wh 10l 16302,pail
39815600,,Dulux Mouldshield L/Sheen White       4l,pail
39815860,,Dulux Mouldshield S/Gloss White       4l,pail
39816020,,Taubmans Gaylon Glss Enamel Deep Base 4LY,pail
39816510,,High Opacity Wall/Ceiling 4l    60916635Y,pail
39816690,,High Opacity Wall/Ceiling 10l           Y,pail
39816770,,Dulux Trade Glss Enml Deep Base       4l,pail
39816850,,Dulux Trade Glss Enml Ultra Deep Base 4l,pail
39816930,,Dulux Trade S/Gloss Enml White        4l,pail
39817010,,Taubmans Gaylon Glss Enamel Accnt Bse 4LY,pail
39817270,,Taubmans Gaylon Glss Enamel Accnt Bse 1LY,pail
39817430,,Dulux Super Enml Deep Base   4l 38104914,pail
39817760,,Dulux Super Enml Bright Base 4l 38151704,pail
39817920,,Dulux Super Enml Extr Bright 4l 38150802,pail
39820060,,Gaylon Glss Enml White Tintable 4l,pail
39821540,,Gaylon Satn Enml Deep Base 4l 06043,pail
39822380,,Gaylon Satn Enml Accent Base 4l 06033,pail
39826260,,Wattyl Ceramacoat Satn White 10l 04202,pail
39826340,,Wattyl Ceramacoat Satn White 4l 04203,pail
39826670,,Wattyl Ceramacoat L/Sheen Whit 10l 04102,pail
39826690,,Even Cover Ceiling White 10l,pail
39826750,,Wattyl Ceramacoat L/Sheen White 4l 04102,pail
39827170,,C2000 Acryl S/Gloss White     4l   13504Y,pail
39827250,,C2000 Acryl L/Sheen White     4l   13604,pail
39827410,,C2000 Acryl Varnish Matt White 4l 32104,pail
39828320,,Easycoat Wall/Ceil Flat White 4l 16213,pail
39828730,,Easycoat Wall/Ceil Flat Black 4l 16203,pail
39829980,,Taub Easycoat Washable Flat Deep Base 4LY,pail
39830530,,Sampson H/Gloss Enml Yellow Base      4lY,pail
39833350,,Dulux Ceil White                      4l,pail
39834260,,L/Proof Glss Accent Base 4l 06263,pail
39834340,,L/Proof Glss Deep Base 4l 06273,pail
39835090,,Sampson H/Gloss Enml White          4l  Y,pail
39835410,,Sampson H/Gloss Enml Black            4lY,pail
39835740,,Sampson H/Gloss Enml Samson Red       4lY,pail
39835900,,Sampson H/Gloss Enml Deep Base        4lY,pail
39836240,,Sampson H/Gloss Enml Ochre Base       4lY,pail
39836810,,Sampson H/Gloss Enml Blue Base        4lY,pail
39837150,,Sampson H/Gloss Enml Red Base         4lY,pail
39837490,,Sampson H/Gloss Enml Magenta Base     4lY,pail
39837720,,Sampson H/Gloss Enml Green Base       4lY,pail
39838060,,Sampson H/Gloss Enml Pastel Base      4lY,pail
39840020,,Wattyl Ceramacoat Satn Base Pastel   10lY,pail
39840360,,Wattyl Ceramacoat Satn Base Deep     10lY,pail
39840440,,Wattyl Ceramacoat Satn Base Deep      4lY,pail
39840690,,Wattyl Ceramacoat Satn Base Accent   10lY,pail
39840770,,Ceramacoat Satn Base Accent 4l 04233,pail
39840930,,Wattyl Ceramacoat L/Sheen Base Pastel 10Y,pail
39841010,,Ceramacoat L/Sheen Base Pastel 4l 04113,pail
39841270,,Wattyl Ceramacoat L/Sheen Base Deep  10lY,pail
39841350,,Wattyl Ceramacoat L/Sheen Base Deep   4lY,pail
39841500,,Wattyl Ceramacoat L/Sheen Base Accent 10Y,pail
39841680,,Ceramacoat L/Sheen Base Accent 4l 04133,pail
39842000,,Wattyl S/Gloss Enml Accent Base       4LY,pail
39843090,,Even Cover Softone White 4l 26043,pail
39848040,,Even Cover Pearl White 4l 26033,pail
39849290,,Even Cover Pearl White 10l 26032,pail
39850090,,Wattyl Ceramacoat Primer Seal U/Coat 10lY,pail
39850170,,Wattyl Ceramacoat Primer Seal U/Coat  4lY,pail
39850820,,Even Cover Sprint U/coat 10l 26052,pail
39854620,,Even Cover Glossakote White 4l 26013,pail
39855870,,L/Proof Silk White 4l 06203,pail
39856030,,L/Proof Silk Deep Base 4l 06223,pail
39856290,,L/Proof Silk Accent Base 4l 06213,pail
39856940,,L/Proof Silk Accent Base 10l 06212,pail
39857510,,L/proof Satn Scarlet Base       4l 06073,pail
39857930,,L/proof Satn Gold Base          4l 06153,pail
39858350,,L/proof Satn Navy Base          4l 06093,pail
39859000,,L/Proof Suede Base                   10l,pail
39859180,,L/Proof Suede Base                    4l,pail
39860310,,Dulux Wash&Wear; Flat Vivid White      4l,pail
39863120,,Dulux Super Matt Vivid White          4l,pail
39865100,,Dulux Super Satn Enml Vivid White     4l,pail
39865360,,Dulux Super Satn Enml Deep Base       4l,pail
39866010,,L/Proof Satn Deep Base 4l 06123,pail
39866190,,L/Proof Satn White 4l 06103,pail
39866270,,L/Proof Satn Accent Base 4l 06113,pail
39866350,,L/Proof Satn Accent Base 10l 06112,pail
39867260,,Supercover 1 Coat Ceil Paint 10l 33332,pail
39867340,,Supercover 1 Coat Ceil Paint 4l 33333,pail
39870700,,Dulux Super Enml H/Gloss Vivid White  4l,pail
39883180,,Dulux Wash&Wear; S/Gloss Vivid White   4l,pail
39883340,,Dulux Wash&Wear; S/Gloss Deep Base     4l,pail
39883830,,Dulux Trade Glss Enml White           4l,pail
39883910,,Dulux Trade Flat Enml White           4l,pail
39884820,,L/Proof Glss White 4l 06253,pail
39885650,,Dulux Wash&Wear; L/Sheen Deep Base     4l,pail
39893240,,Easycoat Satin White 10l 16222,pail
39893400,,Dulux Paint Ceiling White             4l,pail
39893650,,Dulux Wash&Wear; L/Sheen Vivid White   4l,pail
39893810,,L/Proof Silk White 10l 06202,pail
39893990,,L/Proof Satn White 10l 06102,pail
39895064,,Levene Architect Semi Gloss Acrylic 4l,pail
39895068,,Levene Architect Semi Gloss Acrylic 10l,pail
39895164,,Levene Architect Acrylic Ultra Low Sheen 4l,pail
39895168,,Levene Architect Acrylic Ultra Low Sheen 10l,pail
39895264,,Levene Architect 100% Acrylic Matt 4l,pail
39895268,,Levene Architect 100% Acrylic Matt 10l,pail
39895364,,Levene Architect Dead Flat Vinyl 4l,pail
39895368,,Levene Architect Dead Flat Vinyl 10l,pail
39895572,,Levene Architect Semi Gloss Enamel 4l,pail
39895672,,Levene Architect Satin Enamel 4l,pail
39895764,,Levene Architect Alkyd Flat 4l,pail
39895768,,Levene Architect Alkyd Flat 10l,pail
39896064,,Levene Goldline Low Sheen Acrylic 500ml,pail
39896068,,Levene Goldline Low Sheen Acrylic 1l,pail
39896072,,Levene Goldline Low Sheen Acrylic 4l,pail
39896164,,Levene Goldline Wall & Ceiling Low Sheen Acryl 4l,pail
39896168,,Levene Goldline Wall & Ceiling Low Sheen Acryl 10l,pail
39896264,,Levene Goldline Wall & Ceiling Acrylic Matt 4l,pail
39896268,,Levene Goldline Wall & Ceiling Acrylic Matt 10l,pail
39896364,,Levene Goldline Vinyl Flat 500ml,pail
39896368,,Levene Goldline Vinyl Flat 1l,pail
39896372,,Levene Goldline Vinyl Flat 4l,pail
39896464,,Levene Goldline High Gloss Enamel 500ml,pail
39896468,,Levene Goldline High Gloss Enamel 1l,pail
39896472,,Levene Goldline High Gloss Enamel 4l,pail
39896564,,Levene Goldline Semi Gloss Enamel 500ml,pail
39896568,,Levene Goldline Semi Gloss Enamel 1l,pail
39896572,,Levene Goldline Semi Gloss Enamel 4l,pail
39900170,,All Weather Glss Acryl White 10l 15502,pail
39900250,,All Weather Glss Acryl White 4l 15503,pail
39900820,,All Weather Glss Acryl Yellow         4lY,pail
39901160,,All Weather Glss Deep Base            4lY,pail
39901730,,Sunproof Butex Glss Enml White 4l 15013,pail
39902150,,Sunproof Acryl Satn Ochre 10l 15322,pail
39902230,,Sunproof Acryl Satn Accent 10l 15312,pail
39902310,,Sunproof Acryl Glss Ochre 10l 15222,pail
39902490,,Sunproof Acryl Glss Accent 10l 15212,pail
39902560,,Sunproof Butex Glss Enml Deep 4l 15053,pail
39903300,,Sunproof Butex Glss Enml Yellow 4l 15083,pail
39903710,,Sunproof Butex Glss Enml Red 4l 15073,pail
39903890,,Taubmans Butex Gloss Enml Neutrl Base 4LY,pail
39904130,,Sunproof Acryl Satn White 4l 15303,pail
39904540,,Sunproof Acryl Satn Accent 4l 15313,pail
39904880,,Sunproof Acryl Satn Ochre 4l 15323,pail
39905040,,Dulux Timbacryl Conifer              10l,pail
39905120,,Dulux Timbacryl Cherrywood           10l,pail
39905380,,Taub Barn Paint Acryl Green          10lY,pail
39905610,,Sunproof Butex Glss Enml Nutral 4l 15093,pail
39906030,,Sunproof Acryl Satn White 10l 15302,pail
39906450,,Timba Masta Polyurethane Satn         4l,pail
39906520,,Dulux Timbercryl Ebony               10l,pail
39906600,,Timba Masta Polyurethane Glss        4l,pail
39907360,,Dulux Timbacryl Pastel Base           4l,pail
39907440,,Dulux Timbacryl Pastel Base          10l,pail
39908350,,Dulux Timbacryl Linden Tree          10l,pail
39908430,,Dulux Timbacryl Linden Tree           4l,pail
39908840,,Dulux W/shield H/Gloss Acryl UlDe     4l,pail
39908920,,Dulux W/shield H/Gloss Acryl Deep     4l,pail
39909670,,Taub A/Weather Gl/Acrylc Neutral Bse  4LY,pail
39909910,,Sunproof Butex Glss Enml Ochre 4l 15063,pail
39910310,,Sunproof Butex Glss Enml Accent 4l 15023,pail
39911140,,Taubmans Butex Gloss Enml Neutral Bse 4LY,pail
39911300,,Taubmans Butex Gloss Enml Neutral Bse 1LY,pail
39911890,,Sunprf Butex Glss Enml Mid Brgr 4l 15103,pail
39912390,,Dulux Timbacryl Base Yellow          10l,pail
39912470,,Dulux Timbacryl Base Yellow           4l,pail
39912540,,Dulux Timbacryl Base Red             10l,pail
39912620,,Dulux Timbacryl Base Red              4l,pail
39912700,,Dulux Timbacryl Base Brown           10l,pail
39912880,,Dulux Timbacryl Base Brown            4l,pail
39912960,,Dulux Timbacryl Base Grey            10l,pail
39913040,,Dulux Timbacryl Base Grey             4l,pail
39913120,,Dulux Timbacryl Base Green           10l,pail
39913200,,Dulux Timbacryl Base Green            4l,pail
39913380,,Dulux Timbacryl Base Ochre new       10l,pail
39913460,,Dulux Timbacryl Base Ochre new        4l,pail
39913790,,Dulux Timbacryl Mission Brown         4l,pail
39913870,,Dulux Timbacryl Mission Brown        10l,pail
39916500,,Even Cover Glide Glss White 4l 26003,pail
39918090,,Sunproof Butex Glss Enml Blue 4l 15043,pail
39918740,,Taub Timberproof White 10l 16012,pail
39918820,,Taub Timberproof White 4l 16013,pail
39919080,,Taub Timberproof Accent Base 10l 16022,pail
39919160,,Taub Timberproof Accent Base 4l 16023,pail
39919320,,Taub Timberproof Ochre Base 10l 16072,pail
39919400,,Taub Timberproof Ochre Base 4l 16073,pail
39919650,,Taub Timberproof Mission Brown 10l 16032,pail
39919730,,Taub Timberproof Mission Brown 4l 16033,pail
39919990,,Taub Timberproof Mid BrGreen 10l 16042,pail
39920050,,Taub Timberproof Mid BrGreen 4l 16043,pail
39920210,,Taub Timberproof Redwood 10l 16052,pail
39920390,,Taub Timberproof Redwood 4l 16053,pail
39920540,,Taub Timberproof Ebony 10l 16062,pail
39920620,,Taub Timberproof Ebony 4l 16063,pail
39920880,,Taubmans Timber Proof 10l,pail
39921380,,Sunprf Acryl Glss Mission Brown 4l 16233,pail
39921530,,Sunproof Acryl Glss Redwood 4l 15263,pail
39921790,,Sunproof Acryl Glss Mid BrGreen 4l 15253,pail
39921870,,Sunproof Acryl Glss Red Base 4l 15243,pail
39922030,,Sunproof Acryl Glss Black 4l 15273,pail
39922370,,Dulux W/shield H/Gloss Acryl BlBa     4l,pail
39922520,,Dulux W/shield H/Gloss Acryl BrGr     4l,pail
39922780,,Dulux W/shield H/Gloss Acryl InRe     4l,pail
39922940,,Dulux W/shield H/Gloss Acryl OcBa     4l,pail
39923100,,Dulux W/shield H/Gloss Acryl BrBa     4l,pail
39923360,,Dulux W/shield H/Gloss Acryl GrBa     4l,pail
39923770,,Timberproof Sequoia 4l 16083,pail
39923850,,Timberproof Sequoia 10l 16082,pail
39924760,,Even Cover Glide Glss White 10l 26002,pail
39925180,,Dulux Timbacryl White                10l,pail
39925260,,Dulux W/shield H/Gloss Acryl ViWh    10l,pail
39927080,,Dulux W/shield H/Gloss Acryl Carn     4l,pail
39927240,,Dulux W/shield H/Gloss Acryl WiRe     4l,pail
39927400,,Dulux W/shield H/Gloss Acryl Gala     4l,pail
39927650,,Solagard Glss White 10l 32012,pail
39927730,,Solagard Glss White 4l 32013,pail
39927990,,Solagard Glss Cedar 4l 32033,pail
39928150,,Solagard Glss Deep Indian Red 4l 32043,pail
39928310,,Solagard Glss Deep BrGr 10l 32052,pail
39928490,,Solagard Glss Deep BrGr 4l 32053,pail
39928640,,Solagard Glss Karaka 4l 32063,pail
39928800,,Wattyl Solagard Glss Lignite          4lY,pail
39929060,,Solagard L/Sheen White 10l 30912,pail
39929140,,Solagard L/Sheen White 4l 30913,pail
39929480,,Solagard L/Sheen Cedar 10l 30932,pail
39929550,,Solagard L/Sheen Cedar 4l 30933,pail
39929890,,Solagard L/Sheen Ebony 4l 30953,pail
39930030,,Solagard L/Sheen Karaka 10l 30962,pail
39930110,,Solagard L/Sheen Karaka 4l 30963,pail
39930450,,Solagard L/Sheen Redwood 10l 30982,pail
39930520,,Wattyl Solagard L/Sheen Redwood       4lY,pail
39930780,,Wattyl Solagard L/Sheen Tawa         10lY,pail
39930860,,Solagard L/Sheen Tawa 4l 30993,pail
39931020,,Solagard L/Sheen WaBrown 4l 30903,pail
39931280,,Solagard Glss Base Pastel 10l 32202,pail
39931360,,Solagard Glss Base Pastel 4l 32203,pail
39931440,,Wattyl Solagard Glss Base Deep       10lY,pail
39931510,,Solagard Glss Base Deep 4l 32213,pail
39931690,,Solagard Glss Base Blue 10l 32222,pail
39931770,,Solagard Glss Base Blue 4l 32223,pail
39931850,,Solagard Glss Base Green 10l 32252,pail
39931930,,Solagard Glss Base Green 4l 32253,pail
39932010,,Solagard Glss Karaka 10l,pail
39932190,,Sunproof Butex Glss Enml Blac 4l 15033,pail
39932350,,Sunproof Butex Glss Enml Navy Base    4l,pail
39932760,,Sunproof Butex Glss Enml Scarlet Base 4l,pail
39933180,,Sunproof Butex Glss Enml Gold Base    4l,pail
39934740,,Solagard Glss Ochre Base 10l 32232,pail
39934820,,Wattyl Solagard Glss Ochre Base       4lY,pail
39935730,,Wattyl Solagard L/Sheen Ochre Base   10lY,pail
39935810,,Wattyl Solagard L/Sheen Ochre Base    4lY,pail
39936070,,Solagard L/Sheen Pastel Base 10l 30812,pail
39936150,,Solagard L/Sheen Pastel Base 4l 30813,pail
39936310,,Solagard L/Sheen Green Base 10l 30832,pail
39936490,,Solagard L/Sheen Green Base 4l 30833,pail
39936640,,Solagard L/Sheen Blue Base 10l 30802,pail
39936720,,Solagard L/Sheen Blue Base            4l,pail
39936980,,Solagard Glss Brick Red 4l 32023,pail
39937140,,Solagard Glss Magenta 4l 32273,pail
39951980,,Dulux W/shield H/Gloss Acryl White    4l,pail
39954530,,Dulux W/shield H/Gloss Acryl DeBa    10l,pail
39954950,,Dulux W/shield H/Gloss Acryl UlDe    10l,pail
39955600,,Dulux W/shield L/Sheen Acryl ViWh    10l,pail
39955780,,Dulux W/shield L/Sheen Acryl ViWh     4l,pail
39960480,,Dulux Timbacryl White                 4l,pail
39960890,,Dulux Timbacryl Cherrywood            4l,pail
39960970,,Dulux Timbacryl Conifer               4l,pail
39961050,,Dulux Timbacryl Ebony                 4l,pail
39961210,,Dulux Timbacryl Redwood               4l,pail
39961540,,Dulux Timbacryl Redwood              10l,pail
39961880,,Sunproof Acryl Satn Navy Base        10l,pail
39961960,,Sunproof Acryl Satn Navy Base         4l,pail
39962120,,Sunproof Acryl Satn Scarlet Base     10l,pail
39962200,,Sunproof Acryl Satn Scarlet Base      4l,pail
39962460,,Sunproof Acryl Satn Gold Base        10l,pail
39962530,,Sunproof Acryl Satn Gold Base         4l,pail
39962790,,Sunproof Acryl Satn Deep Base        10l,pail
39962870,,Sunproof Acryl Satn Deep Base         4l,pail
39965010,,Sunproof Acryl Glss White 4l 15203,pail
39965270,,Sunproof Acryl Glss Acnt Base 4l 15213,pail
39965430,,Sunproof Acryl Glss OcBa 4l 15223,pail
39966180,,Sunproof Acryl Glss White 10l 15202,pail
39966590,,Sunproof Acryl Glss Navy Base        10l,pail
39966670,,Sunproof Acryl Glss Navy Base         4l,pail
39966830,,Sunproof Acryl Glss Scarlet Base     10l,pail
39966910,,Sunproof Acryl Glss Scarlet Base      4l,pail
39967170,,Sunproof Acryl Glss Gold Base        10l,pail
39967250,,Sunproof Acryl Glss Gold Base         4l,pail
39967410,,Sunproof Acryl Glss Deep Base        10l,pail
39967580,,Sunproof Acryl Glss Deep Base         4l,pail
39971290,,Dulux W/shield S/Gloss Acryl ViWh     4l,pail
39971450,,Dulux W/shield S/Gloss Acryl DeBa     4l,pail
39973760,,Dulux W/shield S/Gloss Acryl UlDe    10l,pail
39973840,,Dulux W/shield S/Gloss Acryl DeBa    10l,pail
39974000,,Dulux W/shield S/Gloss Acryl UlDe     4l,pail
39980064,,Levene Architect 100% Acrylic Gloss 4l,pail
39980068,,Levene Architect 100% Acrylic Gloss 10l,pail
39980072,,Levene Architect High Gloss Enamel 4l,pail
39980074,,Levene Architect Acrylic Low Sheen 4l,pail
39980078,,Levene Architect Acrylic Low Sheen 10l,pail
39980094,,Levene Architect Eggshell Low Sheen 10l,pail
39980164,,Levene Goldline 100% Acrylic Gloss 10l,pail
39980182,,Levene Goldline Eggshell Low Sheen 10l,pail
39980264,,Levene Goldline Timbercoat 1l,pail
39980268,,Levene Goldline Timbercoat 4l,pail
39980272,,Levene Goldline Timbercoat 10l,pail
40000060,,Steelite Rf Paint Ebonite            10l,pail
40000140,,Steelite Rf Paint Amber Base         10l,pail
40000220,,Steelite Rf Paint Micaceous          10l,pail
40000300,,Steelite Rf Paint Ferrite Base       10l,pail
40000480,,Steelite Rf Paint Copper Brown       10l,pail
40000550,,Steelite Rf Paint Ferric Red         10l,pail
40000630,,Steelite Rf Paint Dark Grey          10l,pail
40000710,,Steelite Rf Paint Silver Grey        10l,pail
40001470,,Steelite Rf Paint Forrest Green      10l,pail
40001540,,Steelite Rf Paint White              10l,pail
40001700,,Steelite Rf Paint Karaka             10l,pail
40002040,,Steelite Rf Paint Brunswick Green    10l,pail
40002120,,Steelite Rf Paint Blue Base          10l,pail
40002200,,Steelite Rf Paint Federation Grey    10lY,pail
40003030,,All Weather Acryl Rf Charcoal 10l 15652,pail
40003110,,All Weather Acryl Rf Charcoal 4l 3206501Y,pail
40003370,,All Weather Acryl Rf CoBrown 10l 15662,pail
40003450,,All Weather Acryl Rf Karaka 10l 15772,pail
40003940,,All Weather Acryl Rf Mid Grey 10l 15692,pail
40004280,,All Weather Acryl Rf SaBlue 10l 15702,pail
40004440,,All Weather Acryl Rf Saphire Blue     4lY,pail
40005430,,All Weather Acryl Rf SpanRed 10l 15722,pail
40005500,,All Weather Acryl Rf Spanish Red      4lY,pail
40006000,,All Weather Acryl Rf Ironsand 10l 15672,pail
40006180,,All Weather Acryl Rf Ironsand         4lY,pail
40006420,,Roofcote Paint New Permanent Green   10lY,pail
40006590,,Roofcote Paint Forest Green          10lY,pail
40007090,,Roofcote Paint Karaka                10lY,pail
40007170,,Roofcote Paint Granite Green         10lY,pail
40007250,,Roofcote Paint Beaver Brown          10lY,pail
40007580,,Roofcote Paint Romany Red            10lY,pail
40007740,,Roofcote Paint Denim Blue            10lY,pail
40007820,,Roofcote Paint Charcoal              10lY,pail
40007900,,Roofcote Paint Sandstone Grey        10lY,pail
40008160,,All Weather Rf MetGrey Base 10l 15802,pail
40008240,,All Weather Rf Metallic Dark Grey     4lY,pail
40009720,,All Weather Acryl Rf Whit Base 10l 15742,pail
40009800,,All Weather Acryl Rf White Base       4lY,pail
40010790,,All Weather Ceramic Rf DeRed 10l 15612,pail
40010870,,All Weather Ceramic Rf Desert Red     4lY,pail
40010950,,All Weather Ceramic Rf Terra 10l 15642,pail
40011030,,All Weather Ceramic Rf Terracotta     4lY,pail
40011110,,All Weather Ceramic Rf Greenst 10l 15632,pail
40011290,,All Weather Ceramic Rf Greenstone     4lY,pail
40011370,,All Weather Acryl Rf Accent 10l 15602,pail
40011450,,All Weather Acryl Rf Accent           4lY,pail
40011520,,All Weather Acryl Rf SeBrown 10l 15712,pail
40011600,,All Weather Acryl Rf Settler Brown    4lY,pail
40011780,,All Weather Acryl Rf Mid Grey         4lY,pail
40011860,,All Weather Acryl Rf Copper Brown     4lY,pail
40011940,,Dulux Spruce Rf Paint MeGr            4l,pail
40012020,,Dulux Spruce Rf Paint LiOcBa          4l,pail
40012100,,Dulux Spruce Rf Paint Whit            4l,pail
40012280,,Dulux Spruce Rf Paint BlOcBa          4l,pail
40012360,,Dulux Spruce Rf Paint MiBa            4l,pail
40012440,,Dulux Spruce Rf Paint ReBa            4l,pail
40012510,,Dulux Spruce Rf Paint MeGr            4l,pail
40012690,,Dulux Spruce Rf Paint BrRe            4l,pail
40012770,,Dulux Spruce Rf Paint MeBr            4l,pail
40012850,,Dulux Spruce Rf Paint BlNi            4l,pail
40012930,,Dulux Spruce Rf Paint MeGr           10l,pail
40013010,,Dulux Spruce Rf Paint LiOcBa         10l,pail
40013190,,Dulux Spruce Rf Paint Whit           10l,pail
40013270,,Dulux Spruce Rf Paint BlOcBa         10l,pail
40013350,,Dulux Spruce Rf Paint MiBa           10l,pail
